mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__class_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.052222251892089844,0.005380827696197556,0.024390125274658205,0.004400509091343104,0.0001,,"{'clf__C': 0.0001, 'clf__class_weight': None}",0.5483870967741935,0.5483870967741935,0.532608695652174,0.532608695652174,0.5434782608695652,0.5410939691444601,0.007156311909850693,5
0.05833101272583008,0.00613643409431194,0.02374863624572754,0.003222639226507249,0.0001,balanced,"{'clf__C': 0.0001, 'clf__class_weight': 'balanced'}",0.5483870967741935,0.5483870967741935,0.532608695652174,0.5434782608695652,0.5,0.5345722300140252,0.018221487470209845,8
0.05576391220092773,0.002738707131783194,0.032646560668945314,0.00989280009334379,0.001,,"{'clf__C': 0.001, 'clf__class_weight': None}",0.5698924731182796,0.5591397849462365,0.5434782608695652,0.5978260869565217,0.532608695652174,0.5605890603085554,0.02258729867120346,2
0.06423468589782715,0.006608272980919427,0.03225288391113281,0.010578481498805003,0.001,balanced,"{'clf__C': 0.001, 'clf__class_weight': 'balanced'}",0.5591397849462365,0.5161290322580645,0.5108695652173914,0.5978260869565217,0.5543478260869565,0.5476624590930341,0.031751808605845366,4
0.09208712577819825,0.004074597042232342,0.026375341415405273,0.004040970648109974,0.01,,"{'clf__C': 0.01, 'clf__class_weight': None}",0.5161290322580645,0.5376344086021505,0.5217391304347826,0.5978260869565217,0.5869565217391305,0.55205703599813,0.033854952849223185,3
0.06762423515319824,0.00878095404350176,0.023793697357177734,0.0045209525993317335,0.01,balanced,"{'clf__C': 0.01, 'clf__class_weight': 'balanced'}",0.5698924731182796,0.5483870967741935,0.5108695652173914,0.5760869565217391,0.5978260869565217,0.5606124357176251,0.029442309028639542,1
0.09147162437438965,0.015209483825122114,0.026373958587646483,0.004531720902142977,0.1,,"{'clf__C': 0.1, 'clf__class_weight': None}",0.5161290322580645,0.5483870967741935,0.4891304347826087,0.5760869565217391,0.5543478260869565,0.5368162692847125,0.030611523963137655,6
0.08484649658203125,0.005224043295176081,0.02344059944152832,0.002806282041836569,0.1,balanced,"{'clf__C': 0.1, 'clf__class_weight': 'balanced'}",0.5268817204301075,0.5483870967741935,0.4891304347826087,0.5760869565217391,0.532608695652174,0.5346189808321645,0.028433319507651558,7
0.1406773567199707,0.004538587018120029,0.023982858657836913,0.003326785122200287,1.0,,"{'clf__C': 1, 'clf__class_weight': None}",0.5161290322580645,0.5161290322580645,0.4673913043478261,0.5434782608695652,0.5543478260869565,0.5194950911640954,0.030091097907645598,9
0.1386540412902832,0.010151001678900182,0.021576309204101564,0.003422209346780696,1.0,balanced,"{'clf__C': 1, 'clf__class_weight': 'balanced'}",0.5268817204301075,0.5053763440860215,0.40217391304347827,0.532608695652174,0.5543478260869565,0.5042776998597476,0.05337976191461043,10
0.24767837524414063,0.01225426996347104,0.020154953002929688,0.0020664044063554736,10.0,,"{'clf__C': 10, 'clf__class_weight': None}",0.4838709677419355,0.5053763440860215,0.42391304347826086,0.5434782608695652,0.5,0.4913277232351566,0.03896817408313034,12
0.2177342414855957,0.017476967665924516,0.018405389785766602,0.00030434246582250436,10.0,balanced,"{'clf__C': 10, 'clf__class_weight': 'balanced'}",0.5053763440860215,0.5161290322580645,0.44565217391304346,0.532608695652174,0.4891304347826087,0.49777933613838243,0.029663292797364276,11
