mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__class_weight,param_clf__max_depth,param_clf__max_features,param_clf__min_samples_leaf,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.9744985580444336,0.04746822808290555,0.11841602325439453,0.006487468681222757,,,sqrt,3,400,"{'clf__class_weight': None, 'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__n_estimators': 400}",0.5376344086021505,0.5376344086021505,0.5760869565217391,0.5434782608695652,0.5434782608695652,0.5476624590930342,0.01445054100659516,395
1.1440797328948975,0.09853076817383201,0.11238317489624024,0.01899848626606125,,,sqrt,3,500,"{'clf__class_weight': None, 'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__n_estimators': 500}",0.5268817204301075,0.5376344086021505,0.5434782608695652,0.5434782608695652,0.5217391304347826,0.5346423562412342,0.008852338707229944,437
1.3857484817504884,0.09052641495554169,0.15690975189208983,0.0059648734864195556,,,sqrt,3,600,"{'clf__class_weight': None, 'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__n_estimators': 600}",0.5268817204301075,0.5268817204301075,0.5652173913043478,0.5434782608695652,0.5108695652173914,0.534665731650304,0.018430972720461757,436
1.5000223159790038,0.03439354782840552,0.15801081657409669,0.009470086974261206,,,sqrt,3,700,"{'clf__class_weight': None, 'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__n_estimators': 700}",0.5268817204301075,0.5483870967741935,0.5543478260869565,0.5434782608695652,0.532608695652174,0.5411407199625993,0.010084802755321238,423
1.9382273197174071,0.09807731640753514,0.1901552200317383,0.00650455876425935,,,sqrt,3,800,"{'clf__class_weight': None, 'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__n_estimators': 800}",0.5268817204301075,0.5376344086021505,0.5543478260869565,0.5434782608695652,0.5434782608695652,0.541164095371669,0.008955070096194447,422
0.8759185791015625,0.05288458007966349,0.10235004425048828,0.008076476394544558,,,sqrt,5,400,"{'clf__class_weight': None, 'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 5, 'clf__n_estimators': 400}",0.5376344086021505,0.5806451612903226,0.5652173913043478,0.5978260869565217,0.5543478260869565,0.5671341748480597,0.020793947224487533,132
1.1037612438201905,0.08528790399831117,0.14047594070434571,0.005696802771823641,,,sqrt,5,500,"{'clf__class_weight': None, 'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 5, 'clf__n_estimators': 500}",0.5376344086021505,0.5806451612903226,0.5543478260869565,0.5869565217391305,0.5543478260869565,0.5627863487611033,0.01832032680027994,211
1.1738698482513428,0.04463123465755756,0.1296839714050293,0.021870341576028667,,,sqrt,5,600,"{'clf__class_weight': None, 'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 5, 'clf__n_estimators': 600}",0.5483870967741935,0.5483870967741935,0.5652173913043478,0.5869565217391305,0.5543478260869565,0.5606591865357643,0.014514604468998913,252
1.5951189517974853,0.02194581358704874,0.16074280738830565,0.025653178955645842,,,sqrt,5,700,"{'clf__class_weight': None, 'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 5, 'clf__n_estimators': 700}",0.5483870967741935,0.5483870967741935,0.5543478260869565,0.5869565217391305,0.5652173913043478,0.5606591865357643,0.014514604468998915,252
1.7234520435333252,0.06124681554504492,0.19298152923583983,0.011726089010640643,,,sqrt,5,800,"{'clf__class_weight': None, 'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 5, 'clf__n_estimators': 800}",0.5483870967741935,0.5483870967741935,0.5543478260869565,0.5869565217391305,0.5543478260869565,0.558485273492286,0.014483060897868454,285
0.7922893524169922,0.05662689755088558,0.09781861305236816,0.012000984328491856,,,sqrt,8,400,"{'clf__class_weight': None, 'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 8, 'clf__n_estimators': 400}",0.5483870967741935,0.5913978494623656,0.5434782608695652,0.5760869565217391,0.5217391304347826,0.5562178588125292,0.024677170365730958,327
1.029313611984253,0.0536878032593647,0.13295197486877441,0.005830189743534885,,,sqrt,8,500,"{'clf__class_weight': None, 'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 8, 'clf__n_estimators': 500}",0.5591397849462365,0.5806451612903226,0.532608695652174,0.5760869565217391,0.5217391304347826,0.5540439457690509,0.023334770658938415,362
1.1900675773620606,0.04891695696914742,0.15266022682189942,0.007834879005253476,,,sqrt,8,600,"{'clf__class_weight': None, 'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 8, 'clf__n_estimators': 600}",0.5483870967741935,0.5698924731182796,0.5217391304347826,0.5760869565217391,0.5543478260869565,0.5540906965871903,0.019040759394345606,357
1.4597721576690674,0.07297262003205474,0.16284685134887694,0.007134362679807396,,,sqrt,8,700,"{'clf__class_weight': None, 'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 8, 'clf__n_estimators': 700}",0.5591397849462365,0.5806451612903226,0.532608695652174,0.5760869565217391,0.5543478260869565,0.5605656848994858,0.01712532307178743,271
