mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__class_weight,param_clf__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.2717936038970947,0.009472279190550444,0.03294162750244141,0.003409088439922141,0.1,,scale,"{'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 'scale'}",0.5161290322580645,0.5268817204301075,0.5217391304347826,0.5217391304347826,0.5217391304347826,0.5216456287985041,0.0034022263485105632,11
0.276884651184082,0.01639829353371239,0.04991359710693359,0.029957064725782013,0.1,,0.01,"{'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 0.01}",0.5161290322580645,0.5268817204301075,0.5217391304347826,0.5217391304347826,0.5217391304347826,0.5216456287985041,0.0034022263485105632,11
0.25014896392822267,0.029024612928229894,0.03849105834960938,0.003590675597264942,0.1,,0.1,"{'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 0.1}",0.5161290322580645,0.5268817204301075,0.5217391304347826,0.5217391304347826,0.5217391304347826,0.5216456287985041,0.0034022263485105632,11
0.2394385814666748,0.018743693014004064,0.03480033874511719,0.004090610547188638,0.1,,0.5,"{'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 0.5}",0.5161290322580645,0.5268817204301075,0.5217391304347826,0.5217391304347826,0.5217391304347826,0.5216456287985041,0.0034022263485105632,11
0.25176143646240234,0.014086402212679214,0.03678393363952637,0.012483636300131586,0.1,,1,"{'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 1}",0.5161290322580645,0.5268817204301075,0.5217391304347826,0.5217391304347826,0.5217391304347826,0.5216456287985041,0.0034022263485105632,11
0.282088565826416,0.06228081649385266,0.05352044105529785,0.02906510012469647,0.1,balanced,scale,"{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale'}",0.4838709677419355,0.4731182795698925,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.478354371201496,0.003402226348510563,49
0.22269411087036134,0.023099395811765108,0.037294960021972655,0.005590059421422308,0.1,balanced,0.01,"{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 0.01}",0.4838709677419355,0.4731182795698925,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.478354371201496,0.003402226348510563,49
0.25166683197021483,0.025069958570174952,0.03779616355895996,0.005088317014639844,0.1,balanced,0.1,"{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 0.1}",0.4838709677419355,0.4731182795698925,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.478354371201496,0.003402226348510563,49
0.23732428550720214,0.026460244982599593,0.03937807083129883,0.011721819103046139,0.1,balanced,0.5,"{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 0.5}",0.4838709677419355,0.4731182795698925,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.478354371201496,0.003402226348510563,49
0.24667997360229493,0.013324127190794649,0.034959840774536136,0.004445416793554596,0.1,balanced,1,"{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 1}",0.4838709677419355,0.4731182795698925,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.478354371201496,0.003402226348510563,49
0.25827651023864745,0.05121709185429562,0.0386603832244873,0.008521479613802733,0.5,,scale,"{'clf__C': 0.5, 'clf__class_weight': None, 'clf__gamma': 'scale'}",0.5913978494623656,0.5268817204301075,0.5543478260869565,0.5652173913043478,0.5,0.5475689574567555,0.031525099653885724,4
0.238730525970459,0.017068775674903062,0.041803503036499025,0.0043815755608287875,0.5,,0.01,"{'clf__C': 0.5, 'clf__class_weight': None, 'clf__gamma': 0.01}",0.4731182795698925,0.5268817204301075,0.45652173913043476,0.45652173913043476,0.5108695652173914,0.48478260869565215,0.02893535754234177,48
0.22638535499572754,0.01346760177901288,0.03350834846496582,0.003644784616879529,0.5,,0.1,"{'clf__C': 0.5, 'clf__class_weight': None, 'clf__gamma': 0.1}",0.45161290322580644,0.5268817204301075,0.45652173913043476,0.4673913043478261,0.4782608695652174,0.4761337073398785,0.026989680966114937,58
0.24855337142944336,0.020977013003913764,0.037610960006713864,0.004159972986647194,0.5,,0.5,"{'clf__C': 0.5, 'clf__class_weight': None, 'clf__gamma': 0.5}",0.45161290322580644,0.5268817204301075,0.45652173913043476,0.4673913043478261,0.4782608695652174,0.4761337073398785,0.026989680966114937,58
0.25242600440979,0.01164438860575755,0.03588790893554687,0.006395908894491257,0.5,,1,"{'clf__C': 0.5, 'clf__class_weight': None, 'clf__gamma': 1}",0.45161290322580644,0.5268817204301075,0.45652173913043476,0.4673913043478261,0.4782608695652174,0.4761337073398785,0.026989680966114937,58
0.2512645244598389,0.017190906722133956,0.033469867706298825,0.006315063390008278,0.5,balanced,scale,"{'clf__C': 0.5, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale'}",0.6021505376344086,0.5483870967741935,0.5,0.5869565217391305,0.4891304347826087,0.5453249181860682,0.04513066928674554,6
0.24362525939941407,0.001731437052519976,0.031804990768432614,0.0036930941839567267,0.5,balanced,0.01,"{'clf__C': 0.5, 'clf__class_weight': 'balanced', 'clf__gamma': 0.01}",0.5268817204301075,0.5806451612903226,0.5108695652173914,0.5108695652173914,0.5217391304347826,0.5302010285179991,0.025979387995833842,10
0.23797087669372557,0.011268782369675037,0.02928791046142578,0.0013701438322987934,0.5,balanced,0.1,"{'clf__C': 0.5, 'clf__class_weight': 'balanced', 'clf__gamma': 0.1}",0.5161290322580645,0.4731182795698925,0.5,0.532608695652174,0.5760869565217391,0.5195885928003741,0.03439988290749534,17
0.25280156135559084,0.014083310982090815,0.036343860626220706,0.008710178309218056,0.5,balanced,0.5,"{'clf__C': 0.5, 'clf__class_weight': 'balanced', 'clf__gamma': 0.5}",0.5161290322580645,0.4731182795698925,0.5,0.532608695652174,0.5760869565217391,0.5195885928003741,0.03439988290749534,17
0.23709983825683595,0.03296120434677028,0.035049962997436526,0.006989231984560754,0.5,balanced,1,"{'clf__C': 0.5, 'clf__class_weight': 'balanced', 'clf__gamma': 1}",0.5161290322580645,0.4731182795698925,0.5,0.532608695652174,0.5760869565217391,0.5195885928003741,0.03439988290749534,17
0.24803447723388672,0.011944460714430429,0.036749267578125,0.005427552742052321,1.0,,scale,"{'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 'scale'}",0.5698924731182796,0.5483870967741935,0.5217391304347826,0.5760869565217391,0.5,0.543221131369799,0.028801919009673698,8
0.22645974159240723,0.031147003296103423,0.035204505920410155,0.01000203279086943,1.0,,0.01,"{'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 0.01}",0.46236559139784944,0.5268817204301075,0.4673913043478261,0.5434782608695652,0.5217391304347826,0.5043712014960262,0.033074807887455177,36
0.25902457237243653,0.020411889672387173,0.039683198928833006,0.006835005971929376,1.0,,0.1,"{'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 0.1}",0.4946236559139785,0.4731182795698925,0.45652173913043476,0.4891304347826087,0.4782608695652174,0.47833099579242633,0.013303380477097702,54
0.22131781578063964,0.034236231723631314,0.04438557624816895,0.014834824091855634,1.0,,0.5,"{'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 0.5}",0.5161290322580645,0.4731182795698925,0.45652173913043476,0.532608695652174,0.4782608695652174,0.4913277232351566,0.028400727616990733,40
0.2965250492095947,0.00928324572180316,0.03358235359191895,0.003933467784456461,1.0,,1,"{'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 1}",0.5161290322580645,0.4731182795698925,0.45652173913043476,0.532608695652174,0.4782608695652174,0.4913277232351566,0.028400727616990733,40
0.2743936538696289,0.02677367306135463,0.034035682678222656,0.00786983960525373,1.0,balanced,scale,"{'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale'}",0.6021505376344086,0.5591397849462365,0.5108695652173914,0.5760869565217391,0.5217391304347826,0.5539971949509116,0.03386361877433858,2
0.2275153160095215,0.02519004623058359,0.03751640319824219,0.012703544754716837,1.0,balanced,0.01,"{'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 0.01}",0.4946236559139785,0.5483870967741935,0.4673913043478261,0.5434782608695652,0.5108695652173914,0.5129499766245911,0.030343171836419474,33
0.24264211654663087,0.02853837970136776,0.03408651351928711,0.004503631084405114,1.0,balanced,0.1,"{'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 0.1}",0.5161290322580645,0.4731182795698925,0.5,0.532608695652174,0.5760869565217391,0.5195885928003741,0.03439988290749534,17
0.25586414337158203,0.02224893154031801,0.03737030029296875,0.006148582224447937,1.0,balanced,0.5,"{'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 0.5}",0.5161290322580645,0.4731182795698925,0.5,0.532608695652174,0.5760869565217391,0.5195885928003741,0.03439988290749534,17
0.24296979904174804,0.03148654748153933,0.030182838439941406,0.002361868597102875,1.0,balanced,1,"{'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 1}",0.5161290322580645,0.4731182795698925,0.5,0.532608695652174,0.5760869565217391,0.5195885928003741,0.03439988290749534,17
0.24315052032470702,0.02129885098533584,0.03501462936401367,0.006766221488974571,2.0,,scale,"{'clf__C': 2, 'clf__class_weight': None, 'clf__gamma': 'scale'}",0.5376344086021505,0.5376344086021505,0.4673913043478261,0.5652173913043478,0.4891304347826087,0.5194015895278168,0.035736176766222344,31
0.23482413291931153,0.02299063916559797,0.03553166389465332,0.006112166483362246,2.0,,0.01,"{'clf__C': 2, 'clf__class_weight': None, 'clf__gamma': 0.01}",0.4946236559139785,0.5161290322580645,0.4673913043478261,0.5543478260869565,0.4891304347826087,0.5043244506778869,0.029430280561064667,37
