mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__colsample_bytree,param_clf__learning_rate,param_clf__max_depth,param_clf__reg_lambda,param_clf__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.17213950157165528,0.07854653269430949,0.03697690963745117,0.007123325580587611,0.8,0.03,0,0.001,0.1,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.03, 'clf__max_depth': 0, 'clf__reg_lambda': 0.001, 'clf__subsample': 0.1}",0.5268817204301075,0.5483870967741935,0.532608695652174,0.5,0.5217391304347826,0.5259233286582515,0.015746491724162596,910
0.20712590217590332,0.03596847343919334,0.03073420524597168,0.008039212084851264,0.8,0.03,0,0.001,0.2,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.03, 'clf__max_depth': 0, 'clf__reg_lambda': 0.001, 'clf__subsample': 0.2}",0.5161290322580645,0.43010752688172044,0.532608695652174,0.5,0.5217391304347826,0.5001168770453484,0.036553938236937124,2065
0.27741093635559083,0.044043684060072176,0.03739748001098633,0.009844823468758982,0.8,0.03,0,0.001,0.3,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.03, 'clf__max_depth': 0, 'clf__reg_lambda': 0.001, 'clf__subsample': 0.3}",0.5268817204301075,0.5913978494623656,0.5217391304347826,0.5543478260869565,0.5434782608695652,0.5475689574567555,0.02481451338509448,98
0.3662546634674072,0.036345781209414736,0.023714256286621094,0.0030571741504875306,0.8,0.03,0,0.001,0.6,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.03, 'clf__max_depth': 0, 'clf__reg_lambda': 0.001, 'clf__subsample': 0.6}",0.5161290322580645,0.5268817204301075,0.5434782608695652,0.5217391304347826,0.5434782608695652,0.5303412809724171,0.011252680108958881,658
0.5223469257354736,0.05312459242218884,0.024147939682006837,0.005550642358634437,0.8,0.03,0,0.001,1.0,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.03, 'clf__max_depth': 0, 'clf__reg_lambda': 0.001, 'clf__subsample': 1.0}",0.5268817204301075,0.5268817204301075,0.532608695652174,0.4782608695652174,0.532608695652174,0.519448340345956,0.020752387485958878,1270
0.17566990852355957,0.046661685004378756,0.047119140625,0.039036963455924806,0.8,0.03,0,0.01,0.1,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.03, 'clf__max_depth': 0, 'clf__reg_lambda': 0.01, 'clf__subsample': 0.1}",0.5161290322580645,0.5483870967741935,0.5108695652173914,0.5,0.5217391304347826,0.5194249649368865,0.01615888450293608,1273
0.18213467597961425,0.025125515428567932,0.024199151992797853,0.005259865002915291,0.8,0.03,0,0.01,0.2,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.03, 'clf__max_depth': 0, 'clf__reg_lambda': 0.01, 'clf__subsample': 0.2}",0.5161290322580645,0.43010752688172044,0.532608695652174,0.4891304347826087,0.5217391304347826,0.49794296400187,0.03681850286715859,2126
0.266388463973999,0.044817295046046056,0.03151206970214844,0.005281146654536194,0.8,0.03,0,0.01,0.3,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.03, 'clf__max_depth': 0, 'clf__reg_lambda': 0.01, 'clf__subsample': 0.3}",0.5268817204301075,0.5806451612903226,0.532608695652174,0.5543478260869565,0.5217391304347826,0.5432445067788686,0.021750563784238803,196
0.3691427707672119,0.06513125697514897,0.021497201919555665,0.0040589605331714474,0.8,0.03,0,0.01,0.6,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.03, 'clf__max_depth': 0, 'clf__reg_lambda': 0.01, 'clf__subsample': 0.6}",0.5161290322580645,0.5268817204301075,0.5543478260869565,0.5217391304347826,0.5434782608695652,0.5325151940158953,0.014235297861921374,569
0.4633908271789551,0.02495483758362511,0.02339773178100586,0.0026885949658727155,0.8,0.03,0,0.01,1.0,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.03, 'clf__max_depth': 0, 'clf__reg_lambda': 0.01, 'clf__subsample': 1.0}",0.5161290322580645,0.5268817204301075,0.5434782608695652,0.4782608695652174,0.532608695652174,0.5194717157550257,0.022420124866200562,1257
0.18589859008789061,0.10111601326710565,0.025950098037719728,0.007350430825127696,0.8,0.03,0,0.1,0.1,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.03, 'clf__max_depth': 0, 'clf__reg_lambda': 0.1, 'clf__subsample': 0.1}",0.5483870967741935,0.5376344086021505,0.5543478260869565,0.5,0.5217391304347826,0.5324216923796167,0.019637235822360016,623
0.20789737701416017,0.02696144567253981,0.0232515811920166,0.004993548178493088,0.8,0.03,0,0.1,0.2,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.03, 'clf__max_depth': 0, 'clf__reg_lambda': 0.1, 'clf__subsample': 0.2}",0.5913978494623656,0.45161290322580644,0.5217391304347826,0.4891304347826087,0.5217391304347826,0.5151238896680692,0.04607503631958824,1478
0.2603151798248291,0.04513332530477726,0.02286386489868164,0.004316340991986739,0.8,0.03,0,0.1,0.3,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.03, 'clf__max_depth': 0, 'clf__reg_lambda': 0.1, 'clf__subsample': 0.3}",0.5161290322580645,0.4946236559139785,0.5108695652173914,0.5,0.5543478260869565,0.5151940158952782,0.021007588203201012,1446
0.33464035987854,0.036005812119891414,0.026287841796875,0.00540282733941906,0.8,0.03,0,0.1,0.6,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.03, 'clf__max_depth': 0, 'clf__reg_lambda': 0.1, 'clf__subsample': 0.6}",0.5268817204301075,0.5268817204301075,0.5652173913043478,0.5217391304347826,0.532608695652174,0.5346657316503038,0.01565831399002804,496
