mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__colsample_bytree,param_clf__learning_rate,param_clf__max_depth,param_clf__n_estimators,param_clf__reg_lambda,param_clf__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.13350896835327147,0.009132166217156651,0.01549081802368164,0.0004534257149024407,0.6,0.03,2,200,1.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 200, 'clf__reg_lambda': 1.0, 'clf__subsample': 0.6}",0.5,0.42105263157894735,0.5263157894736842,0.5526315789473685,0.6486486486486487,0.5297297297297298,0.07398976612313529,22
0.1530012607574463,0.017343205344000863,0.02564349174499512,0.008044648819659172,0.6,0.03,2,200,1.0,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 200, 'clf__reg_lambda': 1.0, 'clf__subsample': 1.0}",0.5526315789473685,0.4473684210526316,0.5526315789473685,0.5263157894736842,0.5675675675675675,0.5293029871977241,0.043069295272967746,25
0.1609790325164795,0.017049397637858354,0.023183584213256836,0.0024356321743386963,0.6,0.03,2,200,10.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 200, 'clf__reg_lambda': 10.0, 'clf__subsample': 0.6}",0.47368421052631576,0.42105263157894735,0.5526315789473685,0.5526315789473685,0.6486486486486487,0.5297297297297298,0.07764342928706121,22
0.15865883827209473,0.007613658825292639,0.018840551376342773,0.0041915917650406104,0.6,0.03,2,200,10.0,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 200, 'clf__reg_lambda': 10.0, 'clf__subsample': 1.0}",0.5526315789473685,0.47368421052631576,0.5526315789473685,0.5526315789473685,0.6486486486486487,0.5560455192034139,0.05548637619140521,1
0.3106524467468262,0.018068915517749213,0.024327850341796874,0.007923751999705813,0.6,0.03,2,600,1.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 600, 'clf__reg_lambda': 1.0, 'clf__subsample': 0.6}",0.42105263157894735,0.39473684210526316,0.5526315789473685,0.5789473684210527,0.6486486486486487,0.519203413940256,0.09650736208595645,29
0.30118141174316404,0.013441930208002148,0.02625880241394043,0.005850547628812872,0.6,0.03,2,600,1.0,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 600, 'clf__reg_lambda': 1.0, 'clf__subsample': 1.0}",0.5,0.39473684210526316,0.5263157894736842,0.5526315789473685,0.5945945945945946,0.5136557610241821,0.06716944925910366,44
0.3478200435638428,0.04822331313876476,0.026013612747192383,0.005515489429583031,0.6,0.03,2,600,10.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 600, 'clf__reg_lambda': 10.0, 'clf__subsample': 0.6}",0.5,0.42105263157894735,0.5,0.5526315789473685,0.6486486486486487,0.5244665718349929,0.07497482929808853,26
0.3207881927490234,0.03075323769939629,0.017839622497558594,0.00277643419035115,0.6,0.03,2,600,10.0,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 600, 'clf__reg_lambda': 10.0, 'clf__subsample': 1.0}",0.5263157894736842,0.39473684210526316,0.5263157894736842,0.5263157894736842,0.6756756756756757,0.5298719772403983,0.08894735818414498,19
0.18584117889404297,0.0142070937219956,0.02106161117553711,0.004797332000084442,0.6,0.03,3,200,1.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 3, 'clf__n_estimators': 200, 'clf__reg_lambda': 1.0, 'clf__subsample': 0.6}",0.47368421052631576,0.3684210526315789,0.5526315789473685,0.5526315789473685,0.6216216216216216,0.5137980085348507,0.08647034175880768,40
0.18281564712524415,0.017913600492411683,0.019332170486450195,0.0020173496120979755,0.6,0.03,3,200,1.0,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 3, 'clf__n_estimators': 200, 'clf__reg_lambda': 1.0, 'clf__subsample': 1.0}",0.5789473684210527,0.42105263157894735,0.5263157894736842,0.5789473684210527,0.5675675675675675,0.5345661450924608,0.05996976900353053,18
0.2056558609008789,0.015248986037752288,0.025572443008422853,0.006676265324067159,0.6,0.03,3,200,10.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 3, 'clf__n_estimators': 200, 'clf__reg_lambda': 10.0, 'clf__subsample': 0.6}",0.5,0.4473684210526316,0.5526315789473685,0.5263157894736842,0.7027027027027027,0.5458036984352773,0.0858267775368976,3
0.20254244804382324,0.027635426773000085,0.022302007675170897,0.006998009811144942,0.6,0.03,3,200,10.0,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 3, 'clf__n_estimators': 200, 'clf__reg_lambda': 10.0, 'clf__subsample': 1.0}",0.5,0.4473684210526316,0.5,0.5526315789473685,0.7027027027027027,0.5405405405405406,0.08764801737788526,6
0.4660614490509033,0.0705285840413869,0.020606136322021483,0.005064187353448196,0.6,0.03,3,600,1.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 3, 'clf__n_estimators': 600, 'clf__reg_lambda': 1.0, 'clf__subsample': 0.6}",0.39473684210526316,0.39473684210526316,0.5526315789473685,0.5263157894736842,0.6486486486486487,0.5034139402560455,0.09763341078009219,57
0.41913423538208006,0.040910053902057764,0.022576379776000976,0.004293331915273124,0.6,0.03,3,600,1.0,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 3, 'clf__n_estimators': 600, 'clf__reg_lambda': 1.0, 'clf__subsample': 1.0}",0.4473684210526316,0.3684210526315789,0.5263157894736842,0.5,0.5945945945945946,0.4873399715504979,0.07605574139209052,87
0.42807879447937014,0.028814995078280125,0.024343538284301757,0.0034239672885225804,0.6,0.03,3,600,10.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 3, 'clf__n_estimators': 600, 'clf__reg_lambda': 10.0, 'clf__subsample': 0.6}",0.5,0.3684210526315789,0.5263157894736842,0.5789473684210527,0.6216216216216216,0.5190611664295874,0.08627097503147295,34
0.4395753383636475,0.024193548428105498,0.021796751022338866,0.00640070322184083,0.6,0.03,3,600,10.0,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 3, 'clf__n_estimators': 600, 'clf__reg_lambda': 10.0, 'clf__subsample': 1.0}",0.5,0.3684210526315789,0.5263157894736842,0.5263157894736842,0.6216216216216216,0.5085348506401137,0.08139491557886881,52
0.2855979442596436,0.0425225135606469,0.022615528106689452,0.0017621108087656273,0.6,0.03,5,200,1.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 5, 'clf__n_estimators': 200, 'clf__reg_lambda': 1.0, 'clf__subsample': 0.6}",0.4473684210526316,0.3684210526315789,0.5526315789473685,0.5526315789473685,0.5945945945945946,0.5031294452347084,0.08309324748400615,63
0.2664302349090576,0.02148491607075366,0.021097803115844728,0.004913905744285239,0.6,0.03,5,200,1.0,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 5, 'clf__n_estimators': 200, 'clf__reg_lambda': 1.0, 'clf__subsample': 1.0}",0.5263157894736842,0.42105263157894735,0.5526315789473685,0.5526315789473685,0.6486486486486487,0.5402560455192035,0.07274482621062114,9
0.2501690864562988,0.016812359455883157,0.02038116455078125,0.004162752541871627,0.6,0.03,5,200,10.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 5, 'clf__n_estimators': 200, 'clf__reg_lambda': 10.0, 'clf__subsample': 0.6}",0.47368421052631576,0.39473684210526316,0.5526315789473685,0.5526315789473685,0.6216216216216216,0.5190611664295874,0.07783083952800775,34
0.29105591773986816,0.013750039630714809,0.02084641456604004,0.0033191543353468366,0.6,0.03,5,200,10.0,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 5, 'clf__n_estimators': 200, 'clf__reg_lambda': 10.0, 'clf__subsample': 1.0}",0.5,0.4473684210526316,0.5,0.5,0.5945945945945946,0.5083926031294452,0.04767817423636714,55
0.5986623764038086,0.018607900448002923,0.030283451080322266,0.020999658883138095,0.6,0.03,5,600,1.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 5, 'clf__n_estimators': 600, 'clf__reg_lambda': 1.0, 'clf__subsample': 0.6}",0.42105263157894735,0.39473684210526316,0.5526315789473685,0.5263157894736842,0.5945945945945946,0.4978662873399716,0.07707268899764164,70
