mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__class_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.04425663948059082,0.0034143994665383876,0.022938871383666994,0.00596698887148292,0.01,,"{'clf__C': 0.01, 'clf__class_weight': None}",0.5,0.5526315789473685,0.631578947368421,0.6052631578947368,0.2972972972972973,0.5173541963015648,0.11895039297090292,8
0.0478630542755127,0.0027616772995140183,0.02095761299133301,0.00411896505935514,0.01,balanced,"{'clf__C': 0.01, 'clf__class_weight': 'balanced'}",0.5,0.5789473684210527,0.631578947368421,0.6052631578947368,0.2972972972972973,0.5226173541963016,0.12096007681044096,3
0.057357501983642575,0.011010749808441845,0.01998624801635742,0.003476425748077485,0.1,,"{'clf__C': 0.1, 'clf__class_weight': None}",0.5263157894736842,0.5263157894736842,0.6578947368421053,0.5263157894736842,0.35135135135135137,0.5176386913229019,0.09751832016237136,6
0.05329737663269043,0.00829226591094634,0.02178354263305664,0.002292962244039396,0.1,balanced,"{'clf__C': 0.1, 'clf__class_weight': 'balanced'}",0.5263157894736842,0.5263157894736842,0.6578947368421053,0.5263157894736842,0.35135135135135137,0.5176386913229019,0.09751832016237136,6
0.08512673377990723,0.01263737763639731,0.027095508575439454,0.0021793086587923245,1.0,,"{'clf__C': 1, 'clf__class_weight': None}",0.5526315789473685,0.5263157894736842,0.5789473684210527,0.5263157894736842,0.3783783783783784,0.5125177809388336,0.0698514943033559,9
0.09315972328186035,0.0074905069921741355,0.023826789855957032,0.005142885230904365,1.0,balanced,"{'clf__C': 1, 'clf__class_weight': 'balanced'}",0.5526315789473685,0.5263157894736842,0.5789473684210527,0.5789473684210527,0.3783783783783784,0.5230440967283073,0.07491948306694352,2
0.14092545509338378,0.027801059934929283,0.019516181945800782,0.005019984010024412,10.0,,"{'clf__C': 10, 'clf__class_weight': None}",0.5526315789473685,0.5263157894736842,0.5526315789473685,0.5263157894736842,0.4594594594594595,0.523470839260313,0.03410085543101423,1
0.12820305824279785,0.029113536860793474,0.01593437194824219,0.0024563427992911804,10.0,balanced,"{'clf__C': 10, 'clf__class_weight': 'balanced'}",0.5526315789473685,0.5263157894736842,0.5526315789473685,0.5,0.4594594594594595,0.5182076813655762,0.035266482967193924,4
0.25353374481201174,0.03479694870278859,0.015561103820800781,0.0011528288738909523,100.0,,"{'clf__C': 100, 'clf__class_weight': None}",0.5526315789473685,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.4594594594594595,0.518207681365576,0.03109206507496842,5
0.22937417030334473,0.029682532086871553,0.01533679962158203,0.00031492021960929456,100.0,balanced,"{'clf__C': 100, 'clf__class_weight': 'balanced'}",0.5526315789473685,0.5263157894736842,0.5263157894736842,0.47368421052631576,0.4594594594594595,0.5076813655761024,0.035202738447778284,10
