mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__colsample_bytree,param_clf__learning_rate,param_clf__max_depth,param_clf__n_estimators,param_clf__reg_lambda,param_clf__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.14238224029541016,0.007813481020672962,0.01881241798400879,0.004289659604525507,0.6,0.03,2,200,1.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 200, 'clf__reg_lambda': 1.0, 'clf__subsample': 0.6}",0.5,0.5526315789473685,0.5,0.6052631578947368,0.5135135135135135,0.5342816500711238,0.0403902782905748,15
0.14036121368408203,0.011125634873915442,0.019809818267822264,0.005000355753986225,0.6,0.03,2,200,1.0,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 200, 'clf__reg_lambda': 1.0, 'clf__subsample': 1.0}",0.47368421052631576,0.5263157894736842,0.5526315789473685,0.631578947368421,0.5405405405405406,0.5449502133712659,0.05100798184799872,10
0.18365297317504883,0.014048154073416154,0.02495541572570801,0.0063269929138452695,0.6,0.03,2,200,10.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 200, 'clf__reg_lambda': 10.0, 'clf__subsample': 0.6}",0.5,0.5,0.5,0.5789473684210527,0.4594594594594595,0.5076813655761024,0.03893894072098,62
0.19373717308044433,0.03932596056197242,0.02635483741760254,0.007681954208759546,0.6,0.03,2,200,10.0,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 200, 'clf__reg_lambda': 10.0, 'clf__subsample': 1.0}",0.5,0.5263157894736842,0.5,0.5789473684210527,0.5405405405405406,0.5291607396870555,0.02938366719138658,21
0.4036902904510498,0.01010868081086763,0.027103757858276366,0.007415612504144397,0.6,0.03,2,600,1.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 600, 'clf__reg_lambda': 1.0, 'clf__subsample': 0.6}",0.47368421052631576,0.4473684210526316,0.5,0.631578947368421,0.5135135135135135,0.5132290184921764,0.06337697320769782,48
0.3254889965057373,0.0483768951304912,0.018931055068969728,0.003653374173759152,0.6,0.03,2,600,1.0,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 600, 'clf__reg_lambda': 1.0, 'clf__subsample': 1.0}",0.42105263157894735,0.5526315789473685,0.5,0.6842105263157895,0.5675675675675675,0.5450924608819345,0.08641182110532851,8
0.3427440643310547,0.03638215294340665,0.021635723114013673,0.004266608413253904,0.6,0.03,2,600,10.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 600, 'clf__reg_lambda': 10.0, 'clf__subsample': 0.6}",0.47368421052631576,0.5526315789473685,0.5263157894736842,0.6052631578947368,0.5405405405405406,0.5396870554765292,0.042435081310268775,13
0.34501070976257325,0.02913885118090952,0.020960283279418946,0.0030524144300742833,0.6,0.03,2,600,10.0,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 600, 'clf__reg_lambda': 10.0, 'clf__subsample': 1.0}",0.4473684210526316,0.5,0.5526315789473685,0.5789473684210527,0.5675675675675675,0.5293029871977241,0.049081369335102064,18
0.20111188888549805,0.039136143692952714,0.022854042053222657,0.0041234264056077986,0.6,0.03,3,200,1.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 3, 'clf__n_estimators': 200, 'clf__reg_lambda': 1.0, 'clf__subsample': 0.6}",0.47368421052631576,0.39473684210526316,0.5,0.6578947368421053,0.5135135135135135,0.5079658605974395,0.08552068928653928,61
0.18253726959228517,0.015076821714753722,0.01870450973510742,0.0036001600888587782,0.6,0.03,3,200,1.0,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 3, 'clf__n_estimators': 200, 'clf__reg_lambda': 1.0, 'clf__subsample': 1.0}",0.47368421052631576,0.5263157894736842,0.5,0.6842105263157895,0.5675675675675675,0.5503556187766714,0.07376380417505216,7
0.17839341163635253,0.00436802196906532,0.016703033447265626,0.0031383239346529116,0.6,0.03,3,200,10.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 3, 'clf__n_estimators': 200, 'clf__reg_lambda': 10.0, 'clf__subsample': 0.6}",0.5263157894736842,0.5,0.5,0.6052631578947368,0.5135135135135135,0.5290184921763869,0.03935760102475846,23
0.17978177070617676,0.006576093941311925,0.01713104248046875,0.0019190566815612867,0.6,0.03,3,200,10.0,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 3, 'clf__n_estimators': 200, 'clf__reg_lambda': 10.0, 'clf__subsample': 1.0}",0.5,0.5526315789473685,0.5789473684210527,0.6052631578947368,0.5675675675675675,0.5608819345661451,0.03497264330155997,3
0.41849989891052247,0.029301611540026716,0.02082052230834961,0.007544118704084029,0.6,0.03,3,600,1.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 3, 'clf__n_estimators': 600, 'clf__reg_lambda': 1.0, 'clf__subsample': 0.6}",0.39473684210526316,0.42105263157894735,0.5263157894736842,0.6052631578947368,0.5405405405405406,0.4975817923186344,0.07835836823408897,72
