mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__class_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.04478907585144043,0.004622457239930823,0.02401137351989746,0.0032582722170614357,0.01,,"{'clf__C': 0.01, 'clf__class_weight': None}",0.6052631578947368,0.5263157894736842,0.5263157894736842,0.5789473684210527,0.5135135135135135,0.5500711237553343,0.03562327558969884,2
0.05513134002685547,0.004524370404119984,0.02310152053833008,0.0033658704189381628,0.01,balanced,"{'clf__C': 0.01, 'clf__class_weight': 'balanced'}",0.6052631578947368,0.5526315789473685,0.5263157894736842,0.5789473684210527,0.5135135135135135,0.5553342816500711,0.033611976102368595,1
0.059335517883300784,0.006250515060187453,0.0204190731048584,0.003128247568933343,0.1,,"{'clf__C': 0.1, 'clf__class_weight': None}",0.5,0.5263157894736842,0.47368421052631576,0.631578947368421,0.5135135135135135,0.5290184921763869,0.05416698542166255,3
0.058049774169921874,0.004413095374685634,0.02276778221130371,0.0032187677644747305,0.1,balanced,"{'clf__C': 0.1, 'clf__class_weight': 'balanced'}",0.5,0.5263157894736842,0.47368421052631576,0.631578947368421,0.5135135135135135,0.5290184921763869,0.05416698542166255,3
0.0890324592590332,0.01416107799603628,0.019362640380859376,0.0021677461916217357,1.0,,"{'clf__C': 1, 'clf__class_weight': None}",0.5,0.4473684210526316,0.42105263157894735,0.631578947368421,0.5675675675675675,0.5135135135135135,0.07741846087760004,5
0.07841119766235352,0.008199922105476133,0.01833052635192871,0.002329831709877072,1.0,balanced,"{'clf__C': 1, 'clf__class_weight': 'balanced'}",0.5,0.4473684210526316,0.42105263157894735,0.631578947368421,0.5675675675675675,0.5135135135135135,0.07741846087760004,5
0.1309208869934082,0.003245432646337909,0.020021724700927734,0.001628646806581196,10.0,,"{'clf__C': 10, 'clf__class_weight': None}",0.4473684210526316,0.42105263157894735,0.39473684210526316,0.631578947368421,0.5675675675675675,0.49246088193456605,0.09129874759779737,9
0.13223252296447754,0.008896410831924625,0.021043157577514647,0.003863726389231469,10.0,balanced,"{'clf__C': 10, 'clf__class_weight': 'balanced'}",0.4473684210526316,0.42105263157894735,0.39473684210526316,0.631578947368421,0.5675675675675675,0.49246088193456605,0.09129874759779737,9
0.2329845905303955,0.027763631153399956,0.015774106979370116,0.0005701137450056337,100.0,,"{'clf__C': 100, 'clf__class_weight': None}",0.4473684210526316,0.47368421052631576,0.42105263157894735,0.6578947368421053,0.5405405405405406,0.508108108108108,0.08478309633767668,7
0.22345442771911622,0.018455096595128496,0.015340137481689452,0.0005183764142238811,100.0,balanced,"{'clf__C': 100, 'clf__class_weight': 'balanced'}",0.4473684210526316,0.47368421052631576,0.42105263157894735,0.6578947368421053,0.5405405405405406,0.508108108108108,0.08478309633767668,7
