mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__class_weight,param_clf__l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.1492015838623047,0.011043645257765525,0.023109626770019532,0.0017045963193337407,0.01,,0.1,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__l1_ratio': 0.1}",0.47368421052631576,0.5789473684210527,0.5526315789473685,0.5263157894736842,0.5945945945945946,0.5452347083926031,0.042673304873294134,4
0.0608677864074707,0.009098653178740427,0.020804786682128908,0.0022038930295883346,0.01,,0.5,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__l1_ratio': 0.5}",0.5,0.5,0.5,0.5,0.5135135135135135,0.5027027027027027,0.005405405405405394,16
0.06484932899475097,0.008302295247131926,0.021898937225341798,0.0036907676587685126,0.01,,0.9,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__l1_ratio': 0.9}",0.5,0.5,0.5,0.5,0.5135135135135135,0.5027027027027027,0.005405405405405394,16
0.16735801696777344,0.0087364311538722,0.02155022621154785,0.00352355008530926,0.01,balanced,0.1,"{'clf__C': 0.01, 'clf__class_weight': 'balanced', 'clf__l1_ratio': 0.1}",0.5,0.5789473684210527,0.5526315789473685,0.5263157894736842,0.5945945945945946,0.55049786628734,0.03433148900753109,3
0.06526741981506348,0.008644050704931882,0.023650360107421876,0.005491899705373733,0.01,balanced,0.5,"{'clf__C': 0.01, 'clf__class_weight': 'balanced', 'clf__l1_ratio': 0.5}",0.5,0.5,0.5,0.5,0.5135135135135135,0.5027027027027027,0.005405405405405394,16
0.05175652503967285,0.006171335258212341,0.016924047470092775,0.0007345082417794046,0.01,balanced,0.9,"{'clf__C': 0.01, 'clf__class_weight': 'balanced', 'clf__l1_ratio': 0.9}",0.5,0.5,0.5,0.5,0.5135135135135135,0.5027027027027027,0.005405405405405394,16
0.696609354019165,0.07956045124182959,0.0217010498046875,0.0031802877183998443,0.1,,0.1,"{'clf__C': 0.1, 'clf__class_weight': None, 'clf__l1_ratio': 0.1}",0.5263157894736842,0.5263157894736842,0.4473684210526316,0.6052631578947368,0.4594594594594595,0.5129445234708393,0.056641308338694955,13
0.8158960819244385,0.19102960144202333,0.02352137565612793,0.0033893406135749376,0.1,,0.5,"{'clf__C': 0.1, 'clf__class_weight': None, 'clf__l1_ratio': 0.5}",0.5263157894736842,0.47368421052631576,0.47368421052631576,0.631578947368421,0.5675675675675675,0.5345661450924608,0.05996976900353051,5
0.7611511707305908,0.159608328014433,0.022130441665649415,0.002660024598385662,0.1,,0.9,"{'clf__C': 0.1, 'clf__class_weight': None, 'clf__l1_ratio': 0.9}",0.5526315789473685,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.6216216216216216,0.5506401137980085,0.036925218070742685,2
0.6784477710723877,0.10688806465941514,0.02024664878845215,0.002327859696895037,0.1,balanced,0.1,"{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__l1_ratio': 0.1}",0.5263157894736842,0.5263157894736842,0.4473684210526316,0.6052631578947368,0.4594594594594595,0.5129445234708393,0.056641308338694955,13
0.8356001853942872,0.19308184356992436,0.021425962448120117,0.001964281324958272,0.1,balanced,0.5,"{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__l1_ratio': 0.5}",0.5,0.47368421052631576,0.47368421052631576,0.631578947368421,0.5675675675675675,0.529302987197724,0.06159563594164146,6
0.7443752288818359,0.17547962314674848,0.022681236267089844,0.0018858592697451582,0.1,balanced,0.9,"{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__l1_ratio': 0.9}",0.5,0.5789473684210527,0.5263157894736842,0.5526315789473685,0.6216216216216216,0.5559032716927453,0.042098054052020335,1
3.2691553592681886,0.48008879413237854,0.023267459869384766,0.004275127496770494,1.0,,0.1,"{'clf__C': 1, 'clf__class_weight': None, 'clf__l1_ratio': 0.1}",0.5263157894736842,0.5,0.42105263157894735,0.6052631578947368,0.5405405405405406,0.5186344238975817,0.05985460186744269,9
3.2355812549591065,0.12194233726220488,0.021394824981689452,0.0018452778669890947,1.0,,0.5,"{'clf__C': 1, 'clf__class_weight': None, 'clf__l1_ratio': 0.5}",0.5,0.47368421052631576,0.4473684210526316,0.6578947368421053,0.5135135135135135,0.5184921763869133,0.07330233817609147,11
3.6956990718841554,0.9320614112266677,0.027425527572631836,0.007444345320278622,1.0,,0.9,"{'clf__C': 1, 'clf__class_weight': None, 'clf__l1_ratio': 0.9}",0.47368421052631576,0.47368421052631576,0.42105263157894735,0.6578947368421053,0.5675675675675675,0.5187766714082503,0.08408452377866504,7
3.4812684535980223,0.7145623081963983,0.031133365631103516,0.014133464308237689,1.0,balanced,0.1,"{'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__l1_ratio': 0.1}",0.5263157894736842,0.5,0.42105263157894735,0.6052631578947368,0.5405405405405406,0.5186344238975817,0.05985460186744269,9
3.6029977321624758,0.43670006440455095,0.05510973930358887,0.047105930193015295,1.0,balanced,0.5,"{'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__l1_ratio': 0.5}",0.5,0.47368421052631576,0.4473684210526316,0.6578947368421053,0.5135135135135135,0.5184921763869133,0.07330233817609147,11
