mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__colsample_bytree,param_clf__learning_rate,param_clf__max_depth,param_clf__n_estimators,param_clf__reg_lambda,param_clf__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.15838241577148438,0.04520406463895115,0.08574123382568359,0.043202520015413,0.6,0.03,2,200,1.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 200, 'clf__reg_lambda': 1.0, 'clf__subsample': 0.6}",0.5263157894736842,0.6052631578947368,0.5526315789473685,0.5526315789473685,0.3783783783783784,0.5230440967283073,0.07674592662328954,19
0.2187596321105957,0.040142912944933815,0.05105247497558594,0.04145416802061142,0.6,0.03,2,200,1.0,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 200, 'clf__reg_lambda': 1.0, 'clf__subsample': 1.0}",0.47368421052631576,0.5789473684210527,0.5789473684210527,0.5526315789473685,0.3783783783783784,0.5125177809388336,0.07737741593907742,34
0.21195073127746583,0.04646202724890422,0.02326207160949707,0.0032863974756085165,0.6,0.03,2,200,10.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 200, 'clf__reg_lambda': 10.0, 'clf__subsample': 0.6}",0.5,0.5789473684210527,0.5789473684210527,0.5526315789473685,0.2972972972972973,0.5015647226173543,0.10612407923025377,72
0.1731566905975342,0.05487681273470972,0.01982741355895996,0.004320412082794702,0.6,0.03,2,200,10.0,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 200, 'clf__reg_lambda': 10.0, 'clf__subsample': 1.0}",0.5,0.5789473684210527,0.5,0.5789473684210527,0.35135135135135137,0.5018492176386913,0.08312002968829113,63
0.3113070487976074,0.021602029166525212,0.02017216682434082,0.002536227610260433,0.6,0.03,2,600,1.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 600, 'clf__reg_lambda': 1.0, 'clf__subsample': 0.6}",0.5,0.631578947368421,0.5263157894736842,0.631578947368421,0.32432432432432434,0.5227596017069702,0.11277455850642225,25
0.30311903953552244,0.026605718390013532,0.019386148452758788,0.003414498412358162,0.6,0.03,2,600,1.0,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 600, 'clf__reg_lambda': 1.0, 'clf__subsample': 1.0}",0.4473684210526316,0.6052631578947368,0.631578947368421,0.631578947368421,0.35135135135135137,0.5334281650071124,0.11400496827768912,9
0.30616488456726076,0.0161232907439318,0.021238136291503906,0.0033708922971671124,0.6,0.03,2,600,10.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 600, 'clf__reg_lambda': 10.0, 'clf__subsample': 0.6}",0.5,0.5789473684210527,0.5263157894736842,0.6052631578947368,0.40540540540540543,0.5231863442389757,0.06966440223942104,18
0.31289358139038087,0.013386954539970953,0.018078422546386717,0.003680681881391148,0.6,0.03,2,600,10.0,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 600, 'clf__reg_lambda': 10.0, 'clf__subsample': 1.0}",0.4473684210526316,0.5789473684210527,0.5263157894736842,0.6052631578947368,0.35135135135135137,0.5018492176386913,0.09257963705307039,63
0.1753211498260498,0.008284760698592318,0.01846632957458496,0.0040796652681872585,0.6,0.03,3,200,1.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 3, 'clf__n_estimators': 200, 'clf__reg_lambda': 1.0, 'clf__subsample': 0.6}",0.5263157894736842,0.5526315789473685,0.5,0.5526315789473685,0.35135135135135137,0.49658605974395453,0.07519419230940588,76
0.1787022113800049,0.014271115985623431,0.020513629913330077,0.005545766844797114,0.6,0.03,3,200,1.0,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 3, 'clf__n_estimators': 200, 'clf__reg_lambda': 1.0, 'clf__subsample': 1.0}",0.4473684210526316,0.631578947368421,0.6052631578947368,0.5789473684210527,0.35135135135135137,0.5229018492176387,0.10664902169339258,23
0.19048757553100587,0.017308050951980226,0.020339584350585936,0.003111943284260362,0.6,0.03,3,200,10.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 3, 'clf__n_estimators': 200, 'clf__reg_lambda': 10.0, 'clf__subsample': 0.6}",0.5263157894736842,0.5789473684210527,0.5526315789473685,0.5526315789473685,0.32432432432432434,0.5069701280227596,0.0928271550377967,56
0.21047358512878417,0.015785088578930632,0.02307438850402832,0.004864531709549796,0.6,0.03,3,200,10.0,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 3, 'clf__n_estimators': 200, 'clf__reg_lambda': 10.0, 'clf__subsample': 1.0}",0.5,0.5789473684210527,0.5789473684210527,0.5526315789473685,0.35135135135135137,0.512375533428165,0.08551737679632504,37
0.4141672134399414,0.0519201829067119,0.022299671173095705,0.004799539210912323,0.6,0.03,3,600,1.0,0.6,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.03, 'clf__max_depth': 3, 'clf__n_estimators': 600, 'clf__reg_lambda': 1.0, 'clf__subsample': 0.6}",0.5,0.5789473684210527,0.5263157894736842,0.5526315789473685,0.35135135135135137,0.5018492176386913,0.07971776912886978,63
