affinity,type,d1,d2,d3,d4,ds1,ds2,a1,a2,a3,a4,as1,as2,outcome,rank
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,haruka,shun,tshiroko,nagisa,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,shun,hoshino,tshiroko,marina,nagisa,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,hoshino,shun,tshiroko,iori,hibiki,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,hoshino,tshiroko,shun,marina,nagisa,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,hoshino,haruka,iori,tshiroko,nagisa,sshiroko,1,
indoor,atk,tshiroko,shun,hoshino,iori,nagisa,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,1,48.0
indoor,atk,marina,tshiroko,shun,hoshino,sayane,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,0,48.0
indoor,atk,marina,tshiroko,shun,hoshino,sayane,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,0,48.0
indoor,atk,marina,tshiroko,shun,hoshino,sayane,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,1,33.0
indoor,atk,marina,tshiroko,shun,haruka,sayane,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,0,33.0
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,tshiroko,marina,reisa,haruka,sayane,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,hoshino,tshiroko,haruka,saki,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,nyharuna,hoshino,tshiroko,haruka,nagisa,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,hoshino,tshiroko,shun,sayane,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,marina,tshiroko,haruka,sayane,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,hoshino,tshiroko,shun,sayane,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,hoshino,tshiroko,haruka,saki,sshiroko,0,
indoor,atk,reisa,shun,marina,tshiroko,sayane,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,1,69.0
indoor,atk,reisa,shun,marina,tshiroko,sayane,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,1,48.0
indoor,atk,hoshino,tshiroko,haruka,iori,nagisa,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,1,33.0
indoor,atk,reisa,tshiroko,shun,marina,sayane,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,1,23.0
indoor,atk,hoshino,marina,reisa,tshiroko,saki,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,1,16.0
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,tshiroko,marina,reisa,haruka,sayane,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,hoshino,tshiroko,haruka,saki,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,sumire,reisa,hoshino,tshiroko,minori,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,hoshino,tshiroko,haruka,sayane,sshiroko,0,
indoor,atk,hoshino,tshiroko,haruka,nymutsuki,sayane,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,0,32.0
indoor,atk,hoshino,tshiroko,haruka,nymutsuki,sayane,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,1,22.0
indoor,atk,reisa,tshiroko,marina,shun,sayane,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,0,22.0
indoor,atk,reisa,tshiroko,marina,shun,sayane,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,0,22.0
indoor,atk,reisa,tshiroko,marina,shun,sayane,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,1,15.0
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,hoshino,haruka,tshiroko,sayane,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,hoshino,tshiroko,mika,haruka,utaha,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,hoshino,haruka,tshiroko,sayane,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,nyharuna,hoshino,tshiroko,marina,nagisa,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,marina,tshiroko,haruka,hibiki,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,tshiroko,hoshino,haruka,iori,nagisa,sshiroko,1,
indoor,atk,reisa,tshiroko,marina,hoshino,sayane,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,0,45.0
indoor,atk,reisa,tshiroko,marina,hoshino,sayane,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,0,45.0
indoor,atk,tshiroko,iori,shun,hoshino,nagisa,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,1,32.0
indoor,atk,reisa,hoshino,marina,tshiroko,saki,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,0,32.0
indoor,atk,reisa,hoshino,marina,tshiroko,saki,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,1,22.0
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,tshiroko,marina,haruka,iori,nagisa,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,marina,haruka,tshiroko,nagisa,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,tshiroko,shun,hoshino,nagisa,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,mika,hoshino,tshiroko,haruka,hibiki,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,hoshino,tshiroko,shun,hibiki,sshiroko,0,
indoor,atk,tshiroko,marina,shun,hoshino,nagisa,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,1,36.0
indoor,atk,reisa,tshiroko,shun,marina,sayane,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,0,36.0
indoor,atk,marina,tshiroko,shun,hoshino,sayane,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,1,25.0
indoor,atk,marina,hoshino,tshiroko,iori,sayane,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,1,17.0
indoor,atk,hoshino,tshiroko,haruka,nymutsuki,sayane,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,0,17.0
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,nyharuna,hoshino,tshiroko,haruka,nagisa,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,hoshino,tshiroko,shun,hibiki,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,hoshino,tshiroko,haruka,sayane,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,nyharuna,hoshino,tshiroko,marina,nagisa,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,tshiroko,hoshino,marina,haruka,sayane,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,tshiroko,haruka,marina,iori,nagisa,sshiroko,1,
indoor,atk,hoshino,tshiroko,shun,marina,sayane,sshiroko,hoshino,tshiroko,iori,marina,sayane,sshiroko,1,30.0
indoor,atk,marina,tshiroko,shun,hoshino,nagisa,sshiroko,hoshino,tshiroko,iori,marina,sayane,sshiroko,1,21.0
indoor,atk,reisa,tshiroko,shun,marina,sayane,sshiroko,hoshino,tshiroko,iori,marina,sayane,sshiroko,1,14.0
indoor,atk,tshiroko,iori,shun,hoshino,nagisa,sshiroko,hoshino,tshiroko,iori,marina,sayane,sshiroko,1,9.0
indoor,atk,reisa,iori,marina,tshiroko,sayane,sshiroko,hoshino,tshiroko,iori,marina,sayane,sshiroko,0,9.0
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,hoshino,tsurugi,tshiroko,haruka,hibiki,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,tshiroko,nymutsuki,shun,hoshino,sayane,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,nyharuna,hoshino,tshiroko,marina,nagisa,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,hoshino,tshiroko,haruka,hibiki,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,hoshino,tshiroko,tsubaki,nagisa,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,hoshino,tshiroko,marina,nagisa,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,marina,tshiroko,shun,hoshino,nagisa,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,tshiroko,hoshino,haruka,shun,sayane,sshiroko,1,
indoor,atk,hoshino,iori,shun,tshiroko,nagisa,sshiroko,tshiroko,hoshino,iori,marina,sayane,sshiroko,1,28.0
indoor,atk,marina,tshiroko,shun,hoshino,nagisa,sshiroko,tshiroko,hoshino,iori,marina,sayane,sshiroko,1,19.0
indoor,atk,marina,tshiroko,shun,hoshino,sayane,sshiroko,tshiroko,hoshino,iori,marina,sayane,sshiroko,0,19.0
indoor,atk,reisa,iori,marina,tshiroko,sayane,sshiroko,tshiroko,hoshino,iori,marina,sayane,sshiroko,0,19.0
indoor,atk,reisa,iori,marina,tshiroko,sayane,sshiroko,tshiroko,hoshino,iori,marina,sayane,sshiroko,1,13.0
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,hoshino,tsurugi,nyharuna,haruka,utaha,sshiroko,0,
indoor,atk,marina,tshiroko,shun,hoshino,sayane,sshiroko,tshiroko,hoshino,marina,iori,sayane,sshiroko,1,12.0
indoor,atk,tshiroko,iori,shun,hoshino,nagisa,sshiroko,tshiroko,hoshino,marina,iori,sayane,sshiroko,1,8.0
indoor,atk,tshiroko,shun,nyharuna,hoshino,sayane,sshiroko,tshiroko,hoshino,marina,iori,sayane,sshiroko,1,5.0
indoor,atk,reisa,tshiroko,shun,marina,sayane,sshiroko,tshiroko,hoshino,marina,iori,sayane,sshiroko,1,2.0
indoor,atk,reisa,hoshino,marina,tshiroko,saki,sshiroko,tshiroko,hoshino,marina,iori,sayane,sshiroko,0,2.0
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,hoshino,tsurugi,tshiroko,haruka,saki,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,hoshino,tsurugi,tshiroko,haruka,saki,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,hoshino,shun,marina,tshiroko,sayane,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,hoshino,tshiroko,haruka,nagisa,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,marina,shun,tshiroko,hoshino,sayane,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,hoshino,tshiroko,shun,marina,nagisa,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,hoshino,marina,tshiroko,saki,sshiroko,0,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,shun,tshiroko,hoshino,iori,hibiki,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,hoshino,tshiroko,haruka,nagisa,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,hoshino,tshiroko,marina,nagisa,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,iori,hoshino,tshiroko,marina,sayane,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,hoshino,shun,tshiroko,marina,sayane,sshiroko,1,
indoor,def,hoshino,tshiroko,shun,marina,sayane,sshiroko,hoshino,shun,marina,tshiroko,sayane,sshiroko,1,
indoor,atk,marina,tshiroko,shun,hoshino,nagisa,sshiroko,iori,hoshino,marina,tshiroko,sayane,sshiroko,0,47.0
indoor,atk,marina,tshiroko,shun,hoshino,nagisa,sshiroko,iori,hoshino,marina,tshiroko,sayane,sshiroko,0,47.0
indoor,atk,marina,tshiroko,shun,hoshino,nagisa,sshiroko,iori,hoshino,marina,tshiroko,sayane,sshiroko,0,47.0
indoor,atk,marina,tshiroko,shun,hoshino,nagisa,sshiroko,iori,hoshino,marina,tshiroko,sayane,sshiroko,1,32.0
indoor,atk,marina,tshiroko,reisa,nymutsuki,saki,sshiroko,iori,hoshino,marina,tshiroko,sayane,sshiroko,1,22.0
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,tshiroko,nyharuna,marina,hoshino,nagisa,sshiroko,1,
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,tshiroko,iori,marina,hoshino,nagisa,sshiroko,1,
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,tshiroko,iori,nyharuna,hoshino,nagisa,sshiroko,0,
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,iori,haruka,hoshino,tshiroko,nagisa,sshiroko,0,
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,marina,junko,hoshino,tshiroko,hibiki,sshiroko,0,
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,iori,sumire,tshiroko,shun,utaha,sshiroko,1,
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,tshiroko,shun,marina,iori,sayane,sshiroko,1,
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,tshiroko,shun,marina,iori,sayane,sshiroko,1,
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,hoshino,tsurugi,tshiroko,haruka,saki,sshiroko,1,
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,shanako,hoshino,marina,tshiroko,nagisa,sshiroko,1,
indoor,atk,marina,iori,tshiroko,hoshino,hibiki,sshiroko,tshiroko,iori,marina,hoshino,sayane,sshiroko,0,66.0
indoor,atk,tshiroko,iori,shun,hoshino,nagisa,sshiroko,tshiroko,iori,marina,hoshino,sayane,sshiroko,0,66.0
indoor,atk,tshiroko,iori,hoshino,shun,nagisa,sshiroko,tshiroko,iori,marina,hoshino,sayane,sshiroko,1,47.0
indoor,atk,reisa,marina,hoshino,tshiroko,saki,sshiroko,tshiroko,iori,marina,hoshino,sayane,sshiroko,0,47.0
indoor,atk,marina,iori,tshiroko,hoshino,hibiki,sshiroko,tshiroko,iori,marina,hoshino,sayane,sshiroko,0,66.0
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,tshiroko,nyharuna,marina,hoshino,nagisa,sshiroko,0,
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,iori,marina,tshiroko,hoshino,nagisa,sshiroko,0,
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,hoshino,iori,shun,tshiroko,sayane,sshiroko,0,
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,tshiroko,marina,shun,hoshino,nagisa,sshiroko,1,
indoor,atk,tshiroko,marina,shun,hoshino,nagisa,sshiroko,marina,iori,tshiroko,hoshino,sayane,sshiroko,1,116.0
indoor,atk,marina,tshiroko,hoshino,iori,nagisa,sshiroko,marina,iori,tshiroko,hoshino,sayane,sshiroko,0,116.0
indoor,atk,iori,marina,hoshino,tshiroko,hibiki,sshiroko,marina,iori,tshiroko,hoshino,sayane,sshiroko,1,83.0
indoor,atk,shun,marina,hoshino,iori,sayane,sshiroko,marina,iori,tshiroko,hoshino,sayane,sshiroko,1,62.0
indoor,atk,hoshino,tshiroko,haruka,iori,nagisa,sshiroko,marina,iori,tshiroko,hoshino,sayane,sshiroko,0,62.0
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,iori,hoshino,tshiroko,haruka,saki,sshiroko,1,
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,hoshino,nyharuna,tshiroko,marina,nagisa,sshiroko,0,
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,tshiroko,shun,iori,marina,nagisa,sshiroko,0,
indoor,atk,tshiroko,marina,hoshino,shanako,nagisa,sshiroko,hoshino,iori,tshiroko,marina,sayane,sshiroko,1,87.0
indoor,atk,hoshino,tshiroko,haruka,iori,nagisa,sshiroko,hoshino,iori,tshiroko,marina,sayane,sshiroko,1,61.0
indoor,atk,reisa,tshiroko,shun,haruka,saki,sshiroko,hoshino,iori,tshiroko,marina,sayane,sshiroko,0,61.0
indoor,atk,reisa,tshiroko,shun,haruka,saki,sshiroko,hoshino,iori,tshiroko,marina,sayane,sshiroko,0,61.0
indoor,atk,reisa,tshiroko,shun,haruka,saki,sshiroko,hoshino,iori,tshiroko,marina,sayane,sshiroko,0,61.0
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,hoshino,tshiroko,iori,haruka,hibiki,sshiroko,0
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,hoshino,iori,shun,tshiroko,nagisa,sshiroko,0
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,iori,hoshino,tshiroko,marina,ssayane,sshiroko,1
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,iori,hoshino,tshiroko,haruka,ssayane,sshiroko,1
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,tshiroko,marina,reisa,haruka,ssayane,sshiroko,1
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,tshiroko,shun,iori,hoshino,nagisa,sshiroko,1
indoor,atk,tshiroko,hoshino,marina,iori,nagisa,sshiroko,hoshino,iori,tshiroko,marina,sayane,sshiroko,0,108
indoor,atk,tshiroko,hoshino,marina,iori,nagisa,sshiroko,hoshino,iori,tshiroko,marina,sayane,sshiroko,0,108
indoor,atk,tshiroko,hoshino,marina,iori,nagisa,sshiroko,hoshino,iori,tshiroko,marina,sayane,sshiroko,0,108
indoor,atk,tshiroko,hoshino,marina,iori,nagisa,sshiroko,hoshino,iori,tshiroko,marina,sayane,sshiroko,1,75
indoor,atk,marina,shun,tshiroko,hoshino,nagisa,sshiroko,hoshino,iori,tshiroko,marina,sayane,sshiroko,1,55
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,iori,marina,tshiroko,hoshino,nagisa,sshiroko,0
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,iori,shun,hoshino,tshiroko,hibiki,sshiroko,0
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,tshiroko,hoshino,iori,shun,nagisa,sshiroko,0
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,iori,tsubaki,miyako,tshiroko,minori,sshiroko,0
indoor,atk,hoshino,shun,tshiroko,marina,sayane,sshiroko,hoshino,iori,tshiroko,marina,sayane,sshiroko,1,137
indoor,atk,tshiroko,marina,hoshino,shanako,nagisa,sshiroko,hoshino,iori,tshiroko,marina,sayane,sshiroko,0,137
indoor,atk,hoshino,iori,shun,tshiroko,nagisa,sshiroko,hoshino,iori,tshiroko,marina,sayane,sshiroko,1,96
indoor,atk,marina,tshiroko,shun,hoshino,sayane,sshiroko,hoshino,iori,tshiroko,marina,sayane,sshiroko,0,96
indoor,atk,hoshino,iori,tshiroko,haruka,nagisa,sshiroko,hoshino,iori,tshiroko,marina,sayane,sshiroko,0,96
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,tshiroko,tsubaki,shun,iori,nagisa,sshiroko,1
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,hoshino,iori,shun,tshiroko,nagisa,sshiroko,1
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,tsubaki,shanako,yuuka,mika,sayane,sshiroko,1
indoor,def,hoshino,shun,tshiroko,marina,sayane,sshiroko,shun,tshiroko,iori,hoshino,hibiki,sshiroko,0
indoor,atk,shun,iori,tshiroko,tsubaki,nagisa,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,1,124
indoor,atk,shun,tshiroko,hoshino,iori,iroha,nagisa,marina,tshiroko,iori,hoshino,sayane,sshiroko,0,124
indoor,atk,tshiroko,marina,hoshino,iori,nagisa,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,1,86
indoor,atk,marina,shun,tshiroko,hoshino,nagisa,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,1,60
indoor,atk,marina,iori,hoshino,tshiroko,minori,sshiroko,marina,tshiroko,iori,hoshino,sayane,sshiroko,1,42
indoor,def,marina,shun,tshiroko,hoshino,sayane,sshiroko,hoshino,nyharuna,tshiroko,shun,nagisa,sshiroko,0
indoor,def,marina,shun,tshiroko,hoshino,sayane,sshiroko,shun,tshiroko,hoshino,iori,nagisa,sshiroko,0
indoor,def,marina,shun,tshiroko,hoshino,sayane,sshiroko,shanako,hoshino,marina,tshiroko,nagisa,sshiroko,0
indoor,def,marina,shun,tshiroko,hoshino,sayane,sshiroko,tshiroko,shun,hoshino,iori,sayane,sshiroko,0
indoor,def,marina,shun,tshiroko,hoshino,sayane,sshiroko,tshiroko,shun,reisa,hoshino,nagisa,sshiroko,0
indoor,def,marina,shun,tshiroko,hoshino,sayane,sshiroko,tshiroko,shun,reisa,hoshino,nagisa,sshiroko,1
indoor,def,marina,shun,tshiroko,hoshino,sayane,sshiroko,tshiroko,shun,iori,hoshino,nagisa,sshiroko,1
indoor,def,marina,shun,tshiroko,hoshino,sayane,sshiroko,tshiroko,nyharuna,marina,hoshino,nagisa,sshiroko,1
indoor,atk,hoshino,tshiroko,iori,haruka,nagisa,sshiroko,hoshino,tshiroko,iori,marina,sayane,sshiroko,0,206
indoor,atk,yuuka,shun,marina,iori,nagisa,sshiroko,hoshino,tshiroko,iori,marina,sayane,sshiroko,1,149
indoor,atk,marina,shun,tshiroko,hoshino,nagisa,sshiroko,hoshino,tshiroko,iori,marina,sayane,sshiroko,0,149
indoor,atk,iori,haruka,hoshino,tshiroko,hibiki,sshiroko,hoshino,tshiroko,iori,marina,sayane,sshiroko,1,106
indoor,atk,hoshino,iori,marina,shun,sayane,sshiroko,hoshino,tshiroko,iori,marina,sayane,sshiroko,0,106
indoor,def,marina,shun,tshiroko,hoshino,sayane,sshiroko,hoshino,shun,marina,tshiroko,nagisa,sshiroko,1
indoor,def,marina,shun,tshiroko,hoshino,sayane,sshiroko,tshiroko,nyharuna,shun,hoshino,nagisa,sshiroko,1
indoor,def,marina,shun,tshiroko,hoshino,sayane,sshiroko,marina,shun,hoshino,tshiroko,nagisa,sshiroko,0
indoor,atk,tshiroko,iori,hoshino,shun,nagisa,sshiroko,hoshino,iori,tshiroko,marina,sayane,sshiroko,0,146
indoor,atk,tshiroko,iori,hoshino,shun,nagisa,sshiroko,hoshino,iori,tshiroko,marina,sayane,sshiroko,0,146
indoor,atk,tshiroko,iori,hoshino,shun,nagisa,sshiroko,hoshino,iori,tshiroko,marina,sayane,sshiroko,0,146
indoor,atk,hoshino,iori,shun,tshiroko,hibiki,sshiroko,hoshino,iori,tshiroko,marina,sayane,sshiroko,1,103
indoor,atk,tshiroko,marina,shun,hoshino,nagisa,sshiroko,hoshino,iori,tshiroko,marina,sayane,sshiroko,1,72
indoor,def,marina,shun,tshiroko,hoshino,sayane,sshiroko,haruka,iori,tshiroko,hoshino,nagisa,sshiroko,1
indoor,def,marina,shun,tshiroko,hoshino,sayane,sshiroko,marina,tshiroko,shun,hoshino,nagisa,sshiroko,1
indoor,def,marina,shun,tshiroko,hoshino,sayane,sshiroko,hoshino,tshiroko,mika,marina,nyserika,sshiroko,1
indoor,def,marina,shun,tshiroko,hoshino,sayane,sshiroko,iori,hoshino,tshiroko,marina,saki,sshiroko,0
indoor,atk,hoshino,tshiroko,nyharuna,shun,sayane,sshiroko,iori,marina,tshiroko,hoshino,sayane,sshiroko,1,66
indoor,atk,reisa,tshiroko,shun,marina,sayane,sshiroko,iori,marina,tshiroko,hoshino,sayane,sshiroko,1,46
indoor,atk,marina,tshiroko,shun,hoshino,nagisa,sshiroko,iori,marina,tshiroko,hoshino,sayane,sshiroko,0,46
indoor,atk,marina,tshiroko,shun,hoshino,nagisa,sshiroko,iori,marina,tshiroko,hoshino,sayane,sshiroko,1,33
indoor,atk,hoshino,tshiroko,marina,nymutsuki,sayane,sshiroko,iori,marina,tshiroko,hoshino,sayane,sshiroko,0,33
indoor,def,marina,shun,tshiroko,hoshino,sayane,sshiroko,shun,iori,hoshino,tshiroko,hibiki,sshiroko,0
indoor,def,marina,shun,tshiroko,hoshino,sayane,sshiroko,tshiroko,hoshino,haruka,iori,sayane,sshiroko,0
indoor,def,marina,shun,tshiroko,hoshino,sayane,sshiroko,shanako,hoshino,marina,tshiroko,nagisa,sshiroko,0
indoor,def,marina,shun,tshiroko,hoshino,sayane,sshiroko,shun,marina,hoshino,iori,nagisa,sshiroko,1
indoor,def,marina,shun,tshiroko,hoshino,sayane,sshiroko,marina,tshiroko,hoshino,shun,nagisa,sshiroko,1
indoor,atk,hoshino,tshiroko,haruka,iori,nagisa,sshiroko,iori,hoshino,tshiroko,marina,sayane,sshiroko,0,86
indoor,atk,hoshino,tshiroko,haruka,iori,nagisa,sshiroko,iori,hoshino,tshiroko,marina,sayane,sshiroko,0,86
indoor,atk,hoshino,tshiroko,haruka,iori,nagisa,sshiroko,iori,hoshino,tshiroko,marina,sayane,sshiroko,0,86
indoor,atk,hoshino,tshiroko,haruka,iori,nagisa,sshiroko,iori,hoshino,tshiroko,marina,sayane,sshiroko,1,60
indoor,atk,marina,tshiroko,shun,hoshino,sayane,sshiroko,iori,hoshino,tshiroko,marina,sayane,sshiroko,1,42
indoor,def,marina,tshiroko,shun,hoshino,sayane,sshiroko,tshiroko,hoshino,shun,marina,sayane,sshiroko,0
indoor,def,marina,tshiroko,shun,hoshino,sayane,sshiroko,haruka,tshiroko,iori,hoshino,nagisa,sshiroko,1
indoor,def,marina,tshiroko,shun,hoshino,sayane,sshiroko,hoshino,tshiroko,iori,haruka,nagisa,sshiroko,1
indoor,atk,hoshino,shun,tshiroko,marina,nagisa,sshiroko,marina,iori,tshiroko,hoshino,sayane,sshiroko,0,59
indoor,atk,hoshino,shun,tshiroko,marina,nagisa,sshiroko,marina,iori,tshiroko,hoshino,sayane,sshiroko,0,59
indoor,atk,hoshino,shun,tshiroko,marina,nagisa,sshiroko,marina,iori,tshiroko,hoshino,sayane,sshiroko,1,41
indoor,atk,tshiroko,hoshino,shun,haruka,sayane,sshiroko,marina,iori,tshiroko,hoshino,sayane,sshiroko,1,28
indoor,atk,tshiroko,iori,shun,hoshino,nagisa,sshiroko,marina,iori,tshiroko,hoshino,sayane,sshiroko,0,28
indoor,def,tshiroko,iori,shun,hoshino,sayane,sshiroko,marina,shun,tshiroko,hoshino,nagisa,sshiroko,1
indoor,def,tshiroko,iori,shun,hoshino,sayane,sshiroko,shanako,hoshino,marina,tshiroko,nagisa,sshiroko,1
indoor,def,tshiroko,iori,shun,hoshino,sayane,sshiroko,marina,shun,tshiroko,hoshino,nagisa,sshiroko,1
