mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__n_neighbors,param_clf__p,param_clf__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.02995576858520508,0.0021744576635954636,0.02640981674194336,0.004242499271336327,1,1,uniform,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'uniform'}",0.5348837209302325,0.46511627906976744,0.4523809523809524,0.5476190476190477,0.47619047619047616,0.49523809523809526,0.03852897637725655,17
0.03523726463317871,0.005171067625756175,0.02467999458312988,0.0016450841779245156,1,1,distance,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'distance'}",0.5348837209302325,0.46511627906976744,0.4523809523809524,0.5476190476190477,0.47619047619047616,0.49523809523809526,0.03852897637725655,17
0.03146653175354004,0.0019126893397484496,0.019421863555908202,0.002360410985090589,1,2,uniform,"{'clf__n_neighbors': 1, 'clf__p': 2, 'clf__weights': 'uniform'}",0.5581395348837209,0.46511627906976744,0.38095238095238093,0.5476190476190477,0.42857142857142855,0.47607973421926914,0.0682321537703573,19
0.03266305923461914,0.004020124977277247,0.021422910690307616,0.004470549679101223,1,2,distance,"{'clf__n_neighbors': 1, 'clf__p': 2, 'clf__weights': 'distance'}",0.5581395348837209,0.46511627906976744,0.38095238095238093,0.5476190476190477,0.42857142857142855,0.47607973421926914,0.0682321537703573,19
0.03447718620300293,0.0040396274362421904,0.023415756225585938,0.0017573376799598925,2,1,uniform,"{'clf__n_neighbors': 2, 'clf__p': 1, 'clf__weights': 'uniform'}",0.5116279069767442,0.5116279069767442,0.5476190476190477,0.5714285714285714,0.5476190476190477,0.5379844961240311,0.02320988979273179,4
0.03379082679748535,0.004825456925053555,0.025210094451904298,0.0025345767042648853,2,1,distance,"{'clf__n_neighbors': 2, 'clf__p': 1, 'clf__weights': 'distance'}",0.5348837209302325,0.5348837209302325,0.47619047619047616,0.5714285714285714,0.5238095238095238,0.5282392026578073,0.030601675779382487,8
0.036680412292480466,0.0051297946927967054,0.022046709060668947,0.004610419591411735,2,2,uniform,"{'clf__n_neighbors': 2, 'clf__p': 2, 'clf__weights': 'uniform'}",0.5116279069767442,0.5581395348837209,0.5476190476190477,0.5476190476190477,0.5238095238095238,0.5377630121816168,0.017246617687749925,5
0.037930870056152345,0.003130546415345185,0.021692800521850585,0.00525152595533564,2,2,distance,"{'clf__n_neighbors': 2, 'clf__p': 2, 'clf__weights': 'distance'}",0.5581395348837209,0.5348837209302325,0.42857142857142855,0.5714285714285714,0.47619047619047616,0.513842746400886,0.05368416231911771,13
0.037241792678833006,0.004287225453071153,0.02416830062866211,0.003130970447315975,3,1,uniform,"{'clf__n_neighbors': 3, 'clf__p': 1, 'clf__weights': 'uniform'}",0.4883720930232558,0.46511627906976744,0.5714285714285714,0.5714285714285714,0.5,0.5192691029900331,0.04404468682837621,11
0.03522582054138183,0.006463128742808462,0.02463212013244629,0.0023558158529942254,3,1,distance,"{'clf__n_neighbors': 3, 'clf__p': 1, 'clf__weights': 'distance'}",0.5348837209302325,0.5581395348837209,0.5,0.5714285714285714,0.5238095238095238,0.5376522702104097,0.025209309720053863,6
0.030940532684326172,0.001954026515919917,0.01823735237121582,0.002775266509521216,3,2,uniform,"{'clf__n_neighbors': 3, 'clf__p': 2, 'clf__weights': 'uniform'}",0.5348837209302325,0.4883720930232558,0.5238095238095238,0.5714285714285714,0.42857142857142855,0.5094130675526023,0.048332241949941075,15
0.034484577178955075,0.005075035086379813,0.02047762870788574,0.0027959599810541964,3,2,distance,"{'clf__n_neighbors': 3, 'clf__p': 2, 'clf__weights': 'distance'}",0.5813953488372093,0.46511627906976744,0.5,0.5476190476190477,0.42857142857142855,0.5045404208194906,0.054970199571496355,16
0.04293217658996582,0.012459108201018535,0.029621982574462892,0.006056510073693853,5,1,uniform,"{'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'uniform'}",0.4883720930232558,0.4883720930232558,0.5,0.5714285714285714,0.5238095238095238,0.5143964562569213,0.03131472790204376,12
0.033706045150756835,0.003250988760198834,0.027154159545898438,0.005328111105323664,5,1,distance,"{'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'distance'}",0.5348837209302325,0.5581395348837209,0.47619047619047616,0.5476190476190477,0.5,0.5233665559246955,0.030664529814447034,9
0.03632907867431641,0.005511311993310199,0.020062780380249022,0.003837892284151993,5,2,uniform,"{'clf__n_neighbors': 5, 'clf__p': 2, 'clf__weights': 'uniform'}",0.5116279069767442,0.5348837209302325,0.5714285714285714,0.6428571428571429,0.5952380952380952,0.5712070874861573,0.04600072723665367,1
0.03257036209106445,0.001876794982627476,0.018004846572875977,0.00271488465445135,5,2,distance,"{'clf__n_neighbors': 5, 'clf__p': 2, 'clf__weights': 'distance'}",0.5813953488372093,0.5116279069767442,0.5476190476190477,0.5952380952380952,0.5,0.5471760797342193,0.03733729239853731,3
0.03652958869934082,0.0057483414665932065,0.026535177230834962,0.005437529825203848,9,1,uniform,"{'clf__n_neighbors': 9, 'clf__p': 1, 'clf__weights': 'uniform'}",0.4186046511627907,0.4418604651162791,0.5238095238095238,0.6190476190476191,0.6428571428571429,0.5292358803986711,0.09042026001472106,7
0.037984275817871095,0.0030569211657020734,0.027652978897094727,0.004527847854950702,9,1,distance,"{'clf__n_neighbors': 9, 'clf__p': 1, 'clf__weights': 'distance'}",0.5348837209302325,0.5581395348837209,0.4523809523809524,0.5476190476190477,0.5238095238095238,0.5233665559246955,0.03733400766017674,9
