seed,model,best_cv_acc,test_acc,test_roc_auc,best_params,test_precision,test_recall,test_f1
0,svc,0.5777777777777777,0.5238095238095238,0.5681818181818182,"{'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 'scale'}",0.5,0.4,0.4444444444444444
1,svc,0.5888888888888888,0.7142857142857143,0.7954545454545454,"{'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 'scale'}",0.8333333333333334,0.5,0.625
2,svc,0.538888888888889,0.5714285714285714,0.5318181818181819,"{'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 'scale'}",0.5454545454545454,0.6,0.5714285714285714
3,svc,0.5222222222222223,0.5714285714285714,0.6,"{'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 0.01}",0.5384615384615384,0.7,0.6086956521739131
5,svc,0.5777777777777777,0.5714285714285714,0.5909090909090909,"{'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 'scale'}",0.5454545454545454,0.6,0.5714285714285714
