,pearson_corr,abs_corr
as1_heals_one_or_many_?,0.14101984599113818,0.14101984599113818
as1_heals_no,0.14101984599113818,0.14101984599113818
as1_heals_one_or_many_one,-0.14101984599113815,0.14101984599113815
as1_heals_yes,-0.14101984599113815,0.14101984599113815
as1_nagisa,-0.14101984599113815,0.14101984599113815
d3_weapon_smg,-0.138323720839888,0.138323720839888
d3_marina,-0.138323720839888,0.138323720839888
a3_weapon_sr,0.11747941075831896,0.11747941075831896
a3_position_back,0.11747941075831896,0.11747941075831896
a3_position_front,-0.11509345430915194,0.11509345430915194
a3_equip_slot2_hairpin,0.11359109723992725,0.11359109723992725
a3_iori,0.10847023684622159,0.10847023684622159
as1_atk_type_yellow,0.10734300549258648,0.10734300549258648
as1_atk_type_red,-0.10734300549258644,0.10734300549258644
a3_equip_slot3_wristwatch,0.10728614298430963,0.10728614298430963
a3_role_dealer,0.10728614298430963,0.10728614298430963
a3_role_tank,-0.10728614298430958,0.10728614298430958
a3_equip_slot1_shoes,-0.10728614298430958,0.10728614298430958
a3_equip_slot3_amulet,-0.10728614298430958,0.10728614298430958
d4_haruka,-0.10472111175742342,0.10472111175742342
as1_sayane,0.10231616190283827,0.10231616190283827
as1_def_type_red,0.10231616190283827,0.10231616190283827
as1_equip_slot1_hat,-0.09634251860541074,0.09634251860541074
as1_invul_?,-0.09584787264618343,0.09584787264618343
as1_def_type_?,-0.09584787264618343,0.09584787264618343
as1_equip_slot1_gloves,0.09584787264618337,0.09584787264618337
as1_invul_no,0.09584787264618337,0.09584787264618337
a3_equip_slot2_bag,-0.09425864624372683,0.09425864624372683
a3_weapon_sg,-0.09425864624372683,0.09425864624372683
a4_equip_slot1_hat,-0.09284766047773405,0.09284766047773405
d4_atk_type_red,-0.0926802850642106,0.0926802850642106
a2_def_type_red,-0.08829873095353889,0.08829873095353889
d4_invul_no,-0.08815767286427177,0.08815767286427177
d4_invul_yes,0.08815767286427174,0.08815767286427174
d4_weapon_smg,0.08750011744770131,0.08750011744770131
a4_def_type_blue,-0.0867263299475451,0.0867263299475451
d2_atk_type_red,0.08561795741030508,0.08561795741030508
d3_role_dealer,0.08391956298097072,0.08391956298097072
d3_role_tank,-0.08391956298097071,0.08391956298097071
d3_equip_slot1_shoes,-0.08391956298097071,0.08391956298097071
a4_equip_slot1_shoes,0.08387052479954667,0.08387052479954667
a4_equip_slot3_amulet,0.08387052479954667,0.08387052479954667
a4_role_tank,0.08387052479954667,0.08387052479954667
a4_equip_slot3_wristwatch,-0.08387052479954661,0.08387052479954661
a4_role_dealer,-0.08387052479954661,0.08387052479954661
d4_marina,0.08309327526530627,0.08309327526530627
