mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__class_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.03404684066772461,0.011963765729636299,0.01642618179321289,0.0033524132754821777,0.0001,,"{'clf__C': 0.0001, 'clf__class_weight': None}",0.5161290322580645,0.5268817204301075,0.5217391304347826,0.5217391304347826,0.5217391304347826,0.5216456287985041,0.0034022263485105632,11
0.037276268005371094,0.007769316707521837,0.04708566665649414,0.028149849546940473,0.0001,balanced,"{'clf__C': 0.0001, 'clf__class_weight': 'balanced'}",0.5806451612903226,0.5591397849462365,0.532608695652174,0.5434782608695652,0.45652173913043476,0.5344787283777466,0.042193099006631755,10
0.030350112915039064,0.00869596024354571,0.02760004997253418,0.013690515858385275,0.001,,"{'clf__C': 0.001, 'clf__class_weight': None}",0.5161290322580645,0.5268817204301075,0.5217391304347826,0.5217391304347826,0.5217391304347826,0.5216456287985041,0.0034022263485105632,11
0.036447668075561525,0.012808008733151034,0.017369890213012697,0.0028460612594199785,0.001,balanced,"{'clf__C': 0.001, 'clf__class_weight': 'balanced'}",0.5913978494623656,0.5591397849462365,0.532608695652174,0.5434782608695652,0.45652173913043476,0.5366292660121552,0.044691410305574934,9
0.059623193740844724,0.023880925306659074,0.03825035095214844,0.02691013826131163,0.01,,"{'clf__C': 0.01, 'clf__class_weight': None}",0.5698924731182796,0.5806451612903226,0.6086956521739131,0.5108695652173914,0.5760869565217391,0.5692379616643292,0.03206630743707313,3
0.06484742164611816,0.04119789890530695,0.055597782135009766,0.04545962156608453,0.01,balanced,"{'clf__C': 0.01, 'clf__class_weight': 'balanced'}",0.5913978494623656,0.5591397849462365,0.5543478260869565,0.5434782608695652,0.5,0.5496727442730247,0.029523613601271138,7
0.07398066520690919,0.027711942818135323,0.03520641326904297,0.02988481972841523,0.1,,"{'clf__C': 0.1, 'clf__class_weight': None}",0.6129032258064516,0.5483870967741935,0.5978260869565217,0.532608695652174,0.5217391304347826,0.5626928471248247,0.036172763903456785,4
0.05692591667175293,0.007056898946497602,0.02305426597595215,0.010369525378932787,0.1,balanced,"{'clf__C': 0.1, 'clf__class_weight': 'balanced'}",0.6236559139784946,0.5913978494623656,0.5434782608695652,0.5978260869565217,0.5217391304347826,0.575619448340346,0.037378441276324684,1
0.092822265625,0.07227016696377743,0.02206263542175293,0.011997440577231894,1.0,,"{'clf__C': 1, 'clf__class_weight': None}",0.6236559139784946,0.5483870967741935,0.5652173913043478,0.5652173913043478,0.5543478260869565,0.571365123889668,0.02693508535208528,2
0.05471096038818359,0.020718806757464934,0.02480006217956543,0.011347955578521614,1.0,balanced,"{'clf__C': 1, 'clf__class_weight': 'balanced'}",0.6129032258064516,0.5161290322580645,0.5434782608695652,0.5543478260869565,0.5434782608695652,0.5540673211781206,0.032016597317816406,5
0.08990817070007324,0.03739371741935128,0.028580284118652342,0.01965182309577533,10.0,,"{'clf__C': 10, 'clf__class_weight': None}",0.5698924731182796,0.5161290322580645,0.6195652173913043,0.5434782608695652,0.5108695652173914,0.5519869097709209,0.03984032471907996,6
0.055036497116088864,0.004211852282177224,0.022886228561401368,0.015956615344627213,10.0,balanced,"{'clf__C': 10, 'clf__class_weight': 'balanced'}",0.5806451612903226,0.4838709677419355,0.5869565217391305,0.5434782608695652,0.532608695652174,0.5455119214586255,0.037208159374495474,8
