mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__class_weight,param_clf__l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.04230070114135742,0.0018949802878274376,0.010142040252685548,0.0010579555994308313,0.01,,0.5,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__l1_ratio': 0.5}",0.5268817204301075,0.5161290322580645,0.4782608695652174,0.5217391304347826,0.5217391304347826,0.512949976624591,0.017675024628884456,37
0.038365745544433595,0.001612754098183048,0.00905623435974121,0.0006863675051422324,0.01,,0.8,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__l1_ratio': 0.8}",0.5268817204301075,0.5161290322580645,0.5217391304347826,0.4782608695652174,0.5217391304347826,0.512949976624591,0.017675024628884456,37
0.03433809280395508,0.004888168912729147,0.008636951446533203,0.0012287132546086026,0.01,,0.9,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__l1_ratio': 0.9}",0.5268817204301075,0.5161290322580645,0.5217391304347826,0.4782608695652174,0.5217391304347826,0.512949976624591,0.017675024628884456,37
0.043816328048706055,0.009513679796407416,0.01093287467956543,0.0012347597936431902,0.01,,0.95,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__l1_ratio': 0.95}",0.5268817204301075,0.5161290322580645,0.5217391304347826,0.4782608695652174,0.5217391304347826,0.512949976624591,0.017675024628884456,37
0.04026775360107422,0.0030800811380048156,0.011086130142211914,0.0019731323783716225,0.01,,1.0,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__l1_ratio': 1.0}",0.5268817204301075,0.5161290322580645,0.5217391304347826,0.4782608695652174,0.5217391304347826,0.512949976624591,0.017675024628884456,37
0.03831262588500976,0.00431684811767313,0.009147930145263671,0.0013532964199790627,0.01,balanced,0.5,"{'clf__C': 0.01, 'clf__class_weight': 'balanced', 'clf__l1_ratio': 0.5}",0.5268817204301075,0.5161290322580645,0.4782608695652174,0.4782608695652174,0.5217391304347826,0.5042543244506779,0.021494397262484186,44
0.04138450622558594,0.011226794569754419,0.011257028579711914,0.0016615579219225194,0.01,balanced,0.8,"{'clf__C': 0.01, 'clf__class_weight': 'balanced', 'clf__l1_ratio': 0.8}",0.5268817204301075,0.5161290322580645,0.5217391304347826,0.4782608695652174,0.4782608695652174,0.5042543244506779,0.02149439726248419,44
0.04744739532470703,0.003727236631142342,0.011999368667602539,0.0011600571276658591,0.01,balanced,0.9,"{'clf__C': 0.01, 'clf__class_weight': 'balanced', 'clf__l1_ratio': 0.9}",0.5268817204301075,0.5161290322580645,0.5217391304347826,0.4782608695652174,0.4782608695652174,0.5042543244506779,0.02149439726248419,44
0.043749094009399414,0.003901100005986011,0.011381149291992188,0.0011150777658382812,0.01,balanced,0.95,"{'clf__C': 0.01, 'clf__class_weight': 'balanced', 'clf__l1_ratio': 0.95}",0.5268817204301075,0.5161290322580645,0.5217391304347826,0.4782608695652174,0.4782608695652174,0.5042543244506779,0.02149439726248419,44
0.03994355201721191,0.002131790308676584,0.012789630889892578,0.001848006104366693,0.01,balanced,1.0,"{'clf__C': 0.01, 'clf__class_weight': 'balanced', 'clf__l1_ratio': 1.0}",0.5268817204301075,0.5161290322580645,0.5217391304347826,0.4782608695652174,0.4782608695652174,0.5042543244506779,0.02149439726248419,44
