mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__n_neighbors,param_clf__p,param_clf__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.00906977653503418,0.0009717282814800405,0.006433629989624023,0.00019903182983398436,1,1,uniform,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'uniform'}",0.5483870967741935,0.6344086021505376,0.4891304347826087,0.5652173913043478,0.5108695652173914,0.5496026180458158,0.05018862003656982,10
0.008184194564819336,0.0008471022784921297,0.008051013946533203,0.0013208632570222687,1,1,distance,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'distance'}",0.5483870967741935,0.6344086021505376,0.4891304347826087,0.5652173913043478,0.5108695652173914,0.5496026180458158,0.05018862003656982,10
0.008767223358154297,0.000874396576058294,0.006687784194946289,0.0007605079050175224,1,2,uniform,"{'clf__n_neighbors': 1, 'clf__p': 2, 'clf__weights': 'uniform'}",0.5483870967741935,0.6344086021505376,0.4891304347826087,0.5652173913043478,0.5108695652173914,0.5496026180458158,0.05018862003656982,10
0.008592510223388672,0.0013735267201777407,0.006860017776489258,0.0019475979992205484,1,2,distance,"{'clf__n_neighbors': 1, 'clf__p': 2, 'clf__weights': 'distance'}",0.5483870967741935,0.6344086021505376,0.4891304347826087,0.5652173913043478,0.5108695652173914,0.5496026180458158,0.05018862003656982,10
0.008350038528442382,0.001489645193835555,0.009395217895507813,0.0007792113963131195,2,1,uniform,"{'clf__n_neighbors': 2, 'clf__p': 1, 'clf__weights': 'uniform'}",0.5698924731182796,0.6236559139784946,0.4891304347826087,0.5543478260869565,0.5760869565217391,0.5626227208976158,0.04342528203357379,1
0.007656908035278321,0.0006000335965520739,0.007767677307128906,0.0012066004605859695,2,1,distance,"{'clf__n_neighbors': 2, 'clf__p': 1, 'clf__weights': 'distance'}",0.5268817204301075,0.6451612903225806,0.4782608695652174,0.5434782608695652,0.5760869565217391,0.5539738195418419,0.05546302378119293,7
0.009031391143798828,0.003047450798549264,0.006150150299072265,0.0014752886067896747,2,2,uniform,"{'clf__n_neighbors': 2, 'clf__p': 2, 'clf__weights': 'uniform'}",0.5698924731182796,0.6236559139784946,0.4891304347826087,0.5543478260869565,0.5760869565217391,0.5626227208976158,0.04342528203357379,1
0.007843399047851562,0.000657905683333532,0.006833982467651367,0.0007696642795008626,2,2,distance,"{'clf__n_neighbors': 2, 'clf__p': 2, 'clf__weights': 'distance'}",0.5268817204301075,0.6451612903225806,0.4782608695652174,0.5434782608695652,0.5760869565217391,0.5539738195418419,0.05546302378119293,7
0.008349943161010741,0.0014817553409610168,0.008412551879882813,0.0008087720828908346,3,1,uniform,"{'clf__n_neighbors': 3, 'clf__p': 1, 'clf__weights': 'uniform'}",0.5806451612903226,0.5483870967741935,0.5434782608695652,0.532608695652174,0.532608695652174,0.5475455820476858,0.017658168336638806,14
0.008428859710693359,0.0013331061324531868,0.008581304550170898,0.0004695178621859716,3,1,distance,"{'clf__n_neighbors': 3, 'clf__p': 1, 'clf__weights': 'distance'}",0.5698924731182796,0.5806451612903226,0.532608695652174,0.5652173913043478,0.5543478260869565,0.5605423094904161,0.016322162889908624,3
0.008573532104492188,0.0011347639208290875,0.0057560443878173825,0.000876653782457723,3,2,uniform,"{'clf__n_neighbors': 3, 'clf__p': 2, 'clf__weights': 'uniform'}",0.5806451612903226,0.5483870967741935,0.5434782608695652,0.532608695652174,0.532608695652174,0.5475455820476858,0.017658168336638806,14
0.009006452560424805,0.0009141829101397733,0.007767391204833984,0.002653352452658036,3,2,distance,"{'clf__n_neighbors': 3, 'clf__p': 2, 'clf__weights': 'distance'}",0.5483870967741935,0.5806451612903226,0.532608695652174,0.5434782608695652,0.5434782608695652,0.5497194950911641,0.016302500310050004,9
0.009270286560058594,0.00045909792940016935,0.008899068832397461,0.0005879503405488954,5,1,uniform,"{'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'uniform'}",0.5483870967741935,0.5913978494623656,0.5108695652173914,0.4891304347826087,0.532608695652174,0.5344787283777466,0.03478673999102134,19
0.00944657325744629,0.0028184937375555367,0.016125011444091796,0.00799277130788566,5,1,distance,"{'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'distance'}",0.5591397849462365,0.5913978494623656,0.5543478260869565,0.5217391304347826,0.5652173913043478,0.5583683964469378,0.022344201269594854,4
0.007837247848510743,0.0008656394839532553,0.007948017120361328,0.0026811889471971733,5,2,uniform,"{'clf__n_neighbors': 5, 'clf__p': 2, 'clf__weights': 'uniform'}",0.5483870967741935,0.5913978494623656,0.5108695652173914,0.4891304347826087,0.532608695652174,0.5344787283777466,0.03478673999102134,19
0.009685420989990234,0.0014720386505833276,0.019589662551879883,0.013947642818622506,5,2,distance,"{'clf__n_neighbors': 5, 'clf__p': 2, 'clf__weights': 'distance'}",0.5483870967741935,0.5913978494623656,0.5108695652173914,0.4891304347826087,0.5434782608695652,0.5366526414212249,0.034941240587844556,18
0.00834512710571289,0.0009369395514370738,0.009470748901367187,0.0014436628390133593,9,1,uniform,"{'clf__n_neighbors': 9, 'clf__p': 1, 'clf__weights': 'uniform'}",0.5591397849462365,0.6344086021505376,0.5217391304347826,0.5543478260869565,0.45652173913043476,0.5452314165497896,0.05770687383791681,16
